cid,cname,cp,img,info,study_c,les_c,price,mg
1004530011,2020新版21天搞定Python分布爬虫,知了传课,http://edu-image.nosdn.127.net/deaf24ba-2bd5-4266-8c65-a9a615fef61e.jpg?imageView&quality=100&crop=0_0_1080_680,1.本课赠送：领20元优惠券+VIP学员讨论群+1对1解答服务.+下单前.下单前.先加小西qq1492168568领取优惠及了解详情！2.本课程完全从零基础出发，只要你有一点Python基础就可以听懂本课程！课程从基础到高级，让你21天破茧成蝶成为高级爬虫工程师！报名须知1、本课程为爬虫VIP高级课程。一次报名，永久有效永久更新。学习不限次数，不限时间。可根据自身情况进行安排学习进度；2、对于课程优惠问题以及进一步了解课程可添加小西老师咨询。QQ：1492168568；微信：zhiliaoketang008购买课程后凭订单号加群：658219190获取笔记和课件以及答疑服务,748,159,499.0,2
1003590004,python数据分析与机器学习实战,唐宇迪,http://edu-image.nosdn.127.net/9D249F51B22B070F8249434AA2B12174.png?imageView&thumbnail=120x67&quality=100,云课堂数据分析与机器学习销冠课程，超4000名小伙伴加入连续多年荣获云课堂金云奖“最佳课程奖”，人工智能类“唯一”获奖课程，最佳合作伙伴课程同名配套教材《跟着迪哥学Python数据分析与机器学习实战》现已出版，加入课程免费送配套PDF版教材配套教材获取请添加小助手微信:digexiaozhushou（迪哥小助手拼音）课程特色：１、机器学习算法全面覆盖，每个算法均有配套项目实战！２、通俗易懂，用最接地气的方式讲解复杂的算法与代码！３、五年沉底，精选配套案例，打造最适合初学者的实战路线图！４、同名配套教材免费提供，课程持续更新，永久有效！QQ讨论群：627350801（备注购买课程的ID或者订单号）,4924,281,498.0,1
1005265027,Python数据分析从入门到机器学习,日月光华,http://edu-image.nosdn.127.net/4d0f7e19-f156-47d8-b5f8-eb4f981f73cf.png?imageView&quality=100&crop=0_5_1105_601,2020.12.3上传课程PPT到第三节，可在参考资料点击下载。更新提示：2020.5.22新增：模型的评价-查准率、召回率、F1-score及混淆矩阵一节新增一章，电影推荐作业讲解本课程针对Python数据分析最核心的Numpy库、Pandas库、Python数据可视化库Matplotlib以及机器学习库Scikit-learn，进行了系统、深入的讲解。课程结合了日月光华爬取的链家网房产成交数据、知乎用户数据、空难数据集、小费数据集、股票数据、小麦数据集、信息卡欺诈数据集等个性化或有代表性的数据，进行了数据分析、数据预处理以及机器学习建模的演示，特别是最后四章，课程使用日月光华的链家数据做了四个机器学习模型：房产价格趋势预测模型房产估价模型房产价格异常预警模型房产投资前景分类模型用这四个综合实例演示了从数据读取、数据预处理、数据建模、预测分析等整个过程。本课程非常适合从事数据分析、机器学习、深度学习等方向的同学学习。本课程全部数据集可在第26节下载。日月光华课程的特点是通俗易懂，由浅入深，将复杂的知识简洁清晰的传授给同学，我们的课程赢得了同学们一致好评！任何问题，欢迎添加微信：louhh01QQ答疑群：945186207,556,98,498.0,2
1005010013,Python全栈习题辅导班,北京图灵学院,http://edu-image.nosdn.127.net/02d42dd9-356c-40d9-a8f5-3a9baf69efbf.jpg?imageView&quality=100&crop=0_0_1080_607,"本课程是图灵学院免费Python全栈班的收费习题辅导课程，课程已开始第二次迭代，还请小伙伴们在目录列表最下方进行观看哦！还未学习《免费Python全栈系列》，请点击下方链接进行学习并请在购买课程之前,详情咨询Q群：9990977免费Python课程地址：http://study.163.com/course/introduction/1004987028.htm本课程由北京图灵学院提供，北京图灵学院官网：www.TuLingXueYuan.com",2924,137,368.0,2
1004285004,所有小白都能听懂的Python入门课,知了传课,https://edu-image.nosdn.127.net/a3e3443e5dbd4fa18f3768459f1ac0dd.jpg?imageView&quality=100&crop=0_0_439_247,1.购买前必看：先加小西微信zlkt666领取优惠20！领20元优惠券+VIP学员讨论群+1对1解答服务。2.本课程从Python零基础到纯Python项目实战。超100以上课时，内容非常详细，覆盖了Python知识的方方面面，学完后不仅对Python知识有个系统化的了解，更能利用Python做出类似于“密码加密存储管理系统”这种实际项目。让你从Python小白编程大牛！报名须知1、本课程为Python基础VIP课程。一次报名，永久有效永久更新。学习不限次数，不限时间。可根据自身情况进行安排学习进度；2、对于课程优惠问题以及进一步了解课程可添加小西老师咨询。QQ：1492168568；微信：zlkt666购买课程后凭订单号加群：248038763获取笔记和代码以及答疑服务,1951,108,129.0,3
1050010,用Python做深度学习一:数学基础,黑板客,http://edu-image.nosdn.127.net/cdd01d67-ae11-4e11-834c-d52480802c68.png?imageView&quality=100&crop=0_0_439_247,友情提示：ios客户端显示不了特价。最好用浏览器打开购买。学了微积分，线性代数，概率论的理论后，你是否用过？学了<<用Python做些事>>，是不是对Python更加另眼相看，觉得实战的内容还意犹未尽。深度学习是数学理论的实际应用之一，Python实现会更进一步加深理解。AndrewNg的UFLDL经典教程非常适合深度学习的入门。不过它是基于matlab平台实现的。本课程对常用库Matplotlib，Numpy，等进行了使用讲解和形象演示。同时对深度学习需要用到的数学基础概念进行了举例说明。坚持学完后你能够完全自己编写一个垃圾邮件检测器，一个卷积神经网络的程序。课程还会对standford的cs231n课程大作业进行讲解，适合已经掌握Python并对人工智能感兴趣的小伙伴。注：课程代码讲解基于Python2.7版本。大部分代码可在python3.5以上版本运行。属于个人发布，开不了发票。,1509,74,128.0,3
1005986004,Python量化投资AI分析全栈开发,StudyQuant,https://edu-image.nosdn.127.net/e25e51ea2e474345ab86a691f36a9327.png?imageView&quality=100&crop=4_14_895_479,"▼课程概述高级量化分析师，定制的零基础Python入门至进阶及量化投资入门课程。★精心准备的视频课程★大量实战案例讲解▼课程结束后，你可以：1.掌握Python、Pandas基本用法，为量化、数据分析、人工智能打下基础。2.自主编写较复杂的择时、选股策略。3.掌握大部分量化平台及工具的使用▼课程大纲（具体目录为准）Part1Python基础Part2Python基础与金融数据处理Part3Numpy,PandasPart4Python进阶Part5量化平台介绍Part7使用Python本地搭建股票回测平台Part6经典量化策略编写每2周更新2个课程。课程特色通俗易懂的语言，不涉及繁琐的理论推导，操作方法结合软件详细讲解。每小节课程是20分钟左右的视频，下班路上拿着手机也能学习。课程定价一次购买，无限回看。本课程每2周更新。若有疑问，可联系微信（82789754）。",93,63,159.0,3
1004855008,Python量化投资与股票投资实战,StudyQuant,https://edu-image.nosdn.127.net/e92dd7165a8e4fde8d142da5972352b8.png?imageView&quality=100&crop=0_0_900_500,课程概述必读购买前请添加老师微信：82789754领取优惠券并赠送入门课程等福利福利1StudyQuant珍藏量化资料大礼包内含Python书，研报，策略书等资料福利2、微信社群交流学习使用福利3、免费见识社群圈子权限主要用于答疑，分享财经信息，量化教程等课程特色：1.项目化教学。每位同学在课程结束时，都能有自己的策略。2.注重实战，脱离实战应用场景的理论知识意义不大3.课程内容较多，节奏较快。若基础薄弱，需要在课后花较多时间。4.多个A股量化投资策略实证，分享策略、回测、数据可视化、实盘接口等解决方案及代码,35,39,999.0,3
1005630014,Python量化投资与数字货币实战,StudyQuant,https://edu-image.nosdn.127.net/b918702bd5f84c249b51164631c806b5.png?imageView&quality=100&crop=1_0_898_500,"课程概述必读购买前请添加老师微信：82789754领取优惠券等福利福利1、老师一对一答疑服务（有问题咨询老师）福利2、高质量XBTUSD分钟数据一份福利3、微信社群交流学习使用,不定期组织语音直播答疑福利4、知识星球圈子权限答疑，量化教程福利5、附加额外课程更新完成课程作业后，后期可赠送额外的课程，会分享一些前沿的项目，难度会比较高，学员如有兴趣，可以一起深入研究学习。课程特色：1.零基础到实战策略自动化交易。2.注重实战，脱离实战应用场景的理论知识意义不大3.一整套数字货币量化投资自动交易系统解决方案特别提醒1.课程重点是，授人以“渔”而并非授人以“鱼”，也就是说希望通过我的讲授和训练，让大家获得量化投资回测及实盘技术。2.请合理管理预期，预期过高者，不建议报名。",96,114,1888.0,3
2403026004,程序设计入门—Python,哈尔滨工业大学,,,,,0,3
2403008003,《Python 应用基础》微专业体验课,网易云课堂IT互联网,,,,,0,3
2402971012,Python定量城市研究实战_体验课,城市数据团,,,,,0,4
2001558002,城市空间研究专题（Python）,城市数据团,,,,,1499.0,4
1210870804,3天零基础轻松入门Python（2期）,网易云课堂IT互联网,https://edu-image.nosdn.127.net/f129a888649e407fa17ba5b092c4085a.jpg?imageView&quality=100&crop=0_0_448_249,别忘了添加助教小姐姐进交流群和领取Python资料包：weizhuanye112,578,1,0.0,5
1210834829,3天零基础轻松入门Python,网易云课堂IT互联网,https://edu-image.nosdn.127.net/d8b03ac332214184b2abf9266f3ea4a5.jpg?imageView&quality=100&crop=0_0_450_249,别忘了添加助教小姐姐进交流群和领取Python资料包：weizhuanye112,719,1,0.0,5
1210801841,Python量化基金/股票零基础入门,锐亚教育,https://edu-image.nosdn.127.net/ab2b28dca6754ea8ba07c99b79b8be95.jpg?imageView&quality=100&crop=0_0_746_419,为什么自己做股票/基金总是赔钱?没有金融常识?没有金融数据?没有分析能力?没有预测模型?没有量化工具?参加我们的python量化股票/基金投资理财训练营你将拥有这一切!课程目的：了解金融常识；熟悉金融交易规则；学会利用数据分析未来趋势；掌握python量化工具的使用；课程赠送十几本理财电子书，还有众多基金数据分析工具。咨询本课程加入锐亚售前咨询QQ群：343866157成功报名的同学请加入锐亚python量化投资学习群qq群：249024063（入群请备注课程订单号）群内有课程配套资料！,1509,126,1680.0,2
1210663802,有意思的Python零基础入门教程,乐学偶得,https://edu-image.nosdn.127.net/932b41caf59c444088510161f15dfbe5.jpg?imageView&quality=100&crop=0_8_900_491,乐学偶得创新编程学习前500名KickStarter阶段可享受99元购课，并可免费开通后续上线的价值999元的所有副本任务与资料片内容。0.资料片《我，赛博格IamWilliam，IamaCyborg》1.《荣升之路Upgrading》（爬虫与自动化方向副本任务）2.《深邃之眼Watchdog》（人工智能与数据分析方向副本任务）3.《大变革Revolution》（全栈工程师与网络安全方向副本任务）4.《致命游戏ShowHand》(小游戏开发方向副本任务)正在连载ing~乐学偶得独家推出《Pythoner的奇幻冒险》系列科幻剧情教育产品。将独家的先进技术、引人入胜的制作与扣人心弦的互动剧情相结合。跟着我们一起，像看电影一样学习Python吧～《Pythoner的奇幻冒险》第一季正在更新ing，目前已经更新大纲如下：如下：1.《序章》2.《命令行模式与交互模式》3.《附加知识模块》4.《重要打印函数》5.《用输入函数交互》6.《变量与数据类型》7.《重要数据类型-list》8.《重要数据类型-tuple》9.《重要数据类型-dict》10.《重要数据类型-set》11.《复杂条件判断程序》12.《批量执行任务必备-循环》13.《可以自由的创造了-函数》欢迎各位小伙伴加入哦～,269,57,99.0,2
1210393211,13小时掌握python爬虫必杀技,锐亚教育,https://edu-image.nosdn.127.net/170af39f8dfb43438f577d19df78f160.jpg?imageView&quality=100&crop=0_0_746_418,在本套课程中您还将学习到以下内容：1、爬虫常用的Python类库：request、re、pymysql、peewee、beautifulsoup、lxml、urllib、pickle、json、threading、concurrent.futures、selenium、smtplib、fake_useragent等。2、通过实战，边学边练Python多线程技术，整体搞定单线程、多线程和线程池的处理3、实战模拟登录，解决登陆时的验证码。4、应对网站的反爬虫机制。5、加倍开发速度的Scrapy框架6、真正把数据用起来：爬取的新闻自动放入Kindle，解决你每天用电脑和手机看新闻看瞎了钛合金双眼的问题。7、在微信里实时接收爬虫程序发出的消息，您可以用它第一时间知道感兴趣的新闻，第一时间了解朋友的动态。就只需要这一套总时长在20小时以内的课程，您就可以将爬虫技术应用在实际生活中了，并且您学到的绝不只是爬虫的初级入门知识！课程所需软件（安装文件都有提供）：Python3.8.2MySQL5PyCharmSQLYog（或其它可以控制MySQL数据库的客户端程序）咨询本课程加入锐亚售前咨询QQ群：343866157成功报名本课程的同学请加入锐亚Python爬虫学习群：433202311（备注课程订单号）微信搜索：“锐亚教育”公众号，关注公众号，领取课程优惠卷。,966,121,199.0,2
1210060882,零基础_第一行Python代码,乐上轻至,https://edu-image.nosdn.127.net/f99403b9c6e1414cac5d59736c59c474.jpg?imageView&quality=100&crop=0_2_2200_1234,Python人工智能零基础入门，学习完此季课程可以实现零基础编写一个属于自己的迷你爬虫，爬取互联网各大站点的图片和有价值的数据。为后续的数据分析、机器学习、人工智能打下坚实基础!,3051,28,0.0,2
1209669815,Python基础AI数据分析少儿编程,领跑编程学院,https://edu-image.nosdn.127.net/19b1490747dc40c9aaf041eb6ab03def.jpg?imageView&quality=100&crop=0_0_1080_609,"20优惠券+10万字笔记发票领取+素材网站1年VIP+一对一答疑下单前！下单前！先咨询微信447565846课程目标帮助学员快速掌握Python入门到进阶内容：1.八大数据类型2.语句函数3.迭代循环4.面向对象适用人群：无任何编程基础学员；其它开发语言经验转学python学员；想全面了解python知识点学员课程亮点一图胜千言，让文科生都能看得懂的python教程！！！另外加详细的笔记作为辅助工具,500多条笔记帮助学员快速掌握Python500多个知识点。1.图解Python：用80多张原创图表表述所有知识点，让学员轻松学习，快速掌握知识要2.笔记Python：用500条笔记串连所有知识点，让学员从一点一滴积累，学习过程无压力3.笔记标题采用关键字标识法，帮助学员更加容易记住知识点4.笔记以超链接形式让知识点关联起来，形式知识体系5.采用先概念后实例再应用方式，知识点深入浅出6.提供授课内容笔记作为课后复习以及工作备查工具",420,180,199.0,3
1209579842,Java高薪之路系列之(2)Java Web,乐学偶得,https://edu-image.nosdn.127.net/95826095a49f473da78b15d7e970bdb4.PNG?imageView&quality=100&crop=0_0_900_499,本课程为乐学偶得原创出品--该课程永久有效--欢迎大家加入哦~O(∩_∩)O~本课程为《Java高薪之路》系列课程的JavaWeb方向，让您着手开始JavaWeb核心开发，共44节课，已经完全更新完毕。本课程已完结，走在技术前沿，用实力说话本课程涉及1.Web服务入门2.JavaWeb环境搭建3.Tomcat4.Eclipse+Tomcat5.Servlet6.JSP7.Debug方法与答疑8.部署描述xml9.JSP与Servlet本质10.本地部署JavaWeb项目11.云计算平台Java与安卓1000+系列课程正新课优惠，100元优惠券在下方点击领取更多好课Python，C#，游戏开发，全栈开发，金融量化欢迎点击下方网易云课堂乐学偶得网校~(^▽^)~,445,122,199.0,2
1209519806,Excel+VBA+JavaScript自动办公,乐学偶得,https://edu-image.nosdn.127.net/567ec691fd5d4a12a6526c6e1f0063a3.png?imageView&quality=100&crop=0_0_900_499,VBA技术能够让您将我们办公学习场合非常熟悉的Excel玩出新花样。通过本课程的学习，能够极大地提升您的办公效率，让您职场得意~本课程包括以下内容：1.VBA入门2.JavaScript入门3.VBA+Excel混合开发自动办公4.Javascript+Excel混合开发自动办公欢迎各位小伙伴加入哦~,1451,180,150.0,3
1209570801,Java高薪之路系列之(1)入门篇,乐学偶得,https://edu-image.nosdn.127.net/58455a8f5d5b4ce9b389978d3eed6d9b.PNG?imageView&quality=100&crop=0_0_902_499,本课荣获：网易云课堂2019IT类目年度好课2019细分领域最值得推荐的好课各类原创课程笔记、干货、免费福利，公众号：乐学Fintech本课程为《Java高薪之路》的Java零基础入门部分，让您快速上手Java编程，为Java网站开发，安卓程序设计与开发打下基础。本课程已完结，走在技术前沿，用实力说话本课程涉及1.Java安装配置2.Java基础语法3.Java数据类型4.Java中的常量与变量5.Java中的控制流与函数6.Java中的循环Java与安卓1000+系列课程正新课优惠，100元优惠券在下方点击领取更多好课Python，C#，游戏开发，全栈开发，金融量化欢迎点击下方网易云课堂乐学偶得网校~(^▽^)~,29678,242,199.0,3
1209527803,C#(Unity游戏安卓苹果开发基础),乐学偶得,https://edu-image.nosdn.127.net/fcccfdd4a5ea4eafa074909b6993a8d0.png?imageView&quality=100&crop=0_0_900_499,本课程通过介绍C#零基础入门与进阶概念，让大家逐步掌握C#的编程能力，在这个基础之上，你可以把你设想的编程Idea好点子通过C#变为现实，为了梦想成真，让我们一起加油吧~,1509,38,199.0,3
1209505873,Android安卓Java+Kotlin+C#Unity,乐学偶得,https://edu-image.nosdn.127.net/05aa90efdb0e4b7ca57e630d3ee6eaa7.png?imageView&quality=100&crop=1_0_878_489,真正网易云课堂认证安卓零基础入门到实战开发精品课程课程内容为乐学偶得独家教研，拥有完全的知识产权与著作权内容更新主要部分使用最新的Android10+AndroidX+SDK29+Java11LTS品质精良课程由乐学偶得多位十余年海外软件研发经验的教研，将最先进的技术与接地气的讲解结合，助大家轻松从零基础入门安卓，并开发出属于自己的APP更多独家课程不仅有Java，更有:1.Google官方力荐的更便捷，强大的Kotlin与Kotlin+Java混合开发技术(Google的口号KolinisthebetterJava)2.微软官方力荐的C#，Xamarin与Unity等跨平台App与游戏开发技术在安卓系统的实战跨平台开发与混合开发为欧美外企大量缺口的技术栈课程正在连载更新中，以优惠价格发售，早买早优惠哦~,1031,165,166.0,2
1209427907,Python电商数据分析师零基础入门,锐亚数据学院,https://edu-image.nosdn.127.net/501c31b9101d4d4fa462e9ac0a64e12e.jpg?imageView&quality=100&crop=0_0_879_495,python电商数据分析入门最佳教程,420,11,99.0,3
1209432899,Python量化交易投资之一技术分析,乐学偶得,https://edu-image.nosdn.127.net/1a661a2b57404806bc23e6e3f9d75ebb.png?imageView&quality=100&crop=0_4_899_495,"本课程为乐学偶得推出的250+Python量化交易连载课程，正在连载更新中~课程特色1.零基础入门,讲解细致,是无需编程与金融基础的朋友轻松入门的系统学习材料2.理论与实战齐头并进,介绍大量国内外主流量化策略的实施与前沿用法,并介绍国内外多个主流量化与研究平台与接口，不仅能学到，更能用到3.内容夯实，理性，客观，有深度，以数据说话课程大纲如下：1.技术分析简介（包括TA-Lib介绍，Python中的pandas，numpy等对时间序列的运用）2.常见技术分析指标介绍（包括MACD,KDJ,BOLL,DMI,RSI,ROC,OBV,BIAS,PSY,ARBR,DMI,ADX等常见指标的代码构建与分析）3依赖技术指标的常见策略介绍（包括波浪理论，乖离率等买卖点编程自动判断与回测实施）",800,153,299.0,2
